SERIAL,CPU,MEMORY,DISK
316,538.97,535.86,7.4358
317,2286.7,2273.5,31.548
318,1070.7,2352.6,14.477
319,509.44,3672.4,6.3027
320,515.1,2403.1,6.6731
321,3621.5,3600.6,49.963
322,4712.4,2795.4,35.533
323,9293.5,1134.8,1.7736
324,7855.9,1146.1,1.9816
325,813.4,809.4,1.9881
326,1198.9,1124.1,7.2629
327,10884,8120.5,196.96
328,9409.2,7020,170.27
329,8619,4496.2,109.08
330,10067,5121.8,124.26
331,8803.6,4479.3,108.67
332,17821,9067.3,219.98
333,15954,8117.5,196.94
334,20778,10572,256.49
335,7400.2,3765.2,91.348
336,60251,30656,743.74
337,13107,16672,424.04
338,0,0,0
339,13107,16672,424.04
340,0,0,0
341,2557.9,3253.7,82.754
342,5688.3,7235.5,184.03
343,1503.4,1752.8,37.977
344,3375.4,3355.9,46.568
345,1295.9,1764.9,11.957
346,2984.6,6182.6,1.2152
347,2469.7,5031.1,13.069
348,4061.6,7895.8,75.254
349,4230.3,8261.3,78.469
350,0,8463.8,20.334
351,0,4902.2,11.778
352,1458.3,1049.1,24.516
353,1008.9,590.78,16.638
354,10870,8100.9,196.61
355,18282,13640,330.83
356,5546.4,5093,126.25
357,2025.1,2575.9,65.515
358,2206.6,2806.8,71.387
359,3157.8,4016.7,102.16
360,2640.8,3359.1,85.436
361,3435.9,4370.4,111.16
362,19342,11672,98.551
363,23790,12105,29.424
364,17386,10939,79.906
365,7872.3,8017.2,121.66
366,5587.2,6015.5,108.03
367,3700.7,4707.3,119.73
368,9583.1,12190,310.03
369,4351.2,5534.8,140.77
370,3223.3,4100,104.28
371,3617.9,4601.9,117.05
372,4274.8,5437.6,138.3
373,3596.6,4574.8,116.36
374,3820,4859.1,123.59
375,2069.8,1230.1,34.551
376,1691.7,990.56,27.897
377,3283.6,4035.2,102.96
378,2384.8,3033.5,77.154
379,3246.3,1564.5,16.222
380,3031.1,1130.5,3.7101
381,6315.3,5929.9,7.721
382,7166.2,7292.3,8.76
383,3403.6,3228.1,21.496
384,1066.4,700.65,29.63
385,1530,1787,48.318
386,2340.7,2977.3,75.726
387,2023.5,2573.8,65.463
388,4336.6,5516.1,140.3
389,2555.3,3250.4,82.669
390,2344.4,2982,75.844
391,2094.4,2664,67.757
392,1714.8,2181.3,55.478
393,1844.1,2192.5,49.426
394,2538,2523.4,35.015
395,4541.8,3735.6,51.142
396,18100,3141.8,30.391
397,21869,4117.8,35.656
398,18052,8974.2,11.034
399,14475,7195.8,8.8471
400,4109.7,4013.3,83.22
401,1752.2,2228.7,56.686
402,2638.9,2683.4,40.394
403,2507.3,2492.8,34.591
404,2106.2,2531.2,58.259
405,1999.2,2543,64.679
406,1780.6,2264.9,57.606
407,2038.8,2593.4,65.96
408,1838,2338,59.464
409,2328.1,2961.4,75.319
410,2016.6,2565.1,65.24
411,2299.6,2925,74.395
412,1427.9,1816.5,35.443
413,909.27,1157,1.1104
414,2099.7,1126,19.475
415,5754,1463.8,71.111
416,3870,2427.9,78.831
417,1663.6,4140.9,100.42
418,1093.3,2565,66.113
419,888.1,579.08,54.895
420,846.87,632.91,48.511
421,1468.7,1868.1,47.514
422,1611.6,2050,52.14
423,1740.9,2214.5,56.323
424,1826.2,2322.9,59.081
425,1722.2,2190.6,55.715
426,2446.2,3111.5,79.138
427,9269.2,1918.5,28.266
428,10009,1164.4,5.563
429,11336,2497,12.112
430,9659.9,2457.5,11.947
431,5309.5,2694,47.639
432,2734.5,3478.3,88.468
433,3322.7,11491,249.77
434,3496.6,15211,323.92
435,2277.4,9907.5,210.98
436,1715.5,7462.9,158.92
437,1419,6173.4,131.46
438,1785.7,7768.5,165.43
439,1906.4,7062.3,152.5
440,1559.7,1983.9,50.459
441,1594.9,2992.7,70.476
442,1505.5,6549.4,139.47
443,1566.2,6409.4,136.17
444,1548,469.56,5.0393
445,1255.6,388.67,4.322
446,2108.5,2682,68.215
447,1693.3,2153.9,54.782
448,1752.5,1769.2,25.965
449,1803.3,1792.9,24.879
450,2324,2844,67.695
451,2198.1,2796,71.114
452,2941,3740.9,95.147
453,1669.2,2123.2,54
454,1746.8,3201.7,20.787
455,1336.9,2817.4,2.5339
456,1597.5,2753.9,25.364
457,1424.8,1812.3,46.094
458,1242.8,1580.8,40.207
459,1295.6,1648,41.915
460,1458.2,1854.8,47.175
461,1179.3,1500.1,38.154
462,1260.6,1603.5,40.784
463,1589.1,2021.4,51.411
464,1415.7,1800.8,45.801
465,1304.2,1658.9,42.193
466,1351.5,1547.5,37.781
467,1278.7,476.91,1.5651
468,1827.2,840.36,4.5839
469,4747,6342.6,73.361
470,3921.7,5239.9,60.606
471,1392.8,1778.1,43.366
472,1548,1969.1,50.081
473,1348.6,1715.4,43.629
474,1373.6,1747.2,44.439
475,1712.6,2779.8,53.528
476,1468.8,2553.3,45.38
477,1362.7,1901.7,43.559
478,1756.7,2234.5,56.832
479,2035,2588.5,65.836
480,1321.8,1681.3,42.762
481,1590.9,2023.7,51.47
482,1247.7,1587.1,40.365
483,1395.8,1579.8,32.089
484,1595.2,1586,22.008
485,2006.5,2146.9,37.833
486,1810.9,2303.5,58.587
487,2327.1,2810,65.281
488,3541.8,3607,54.735
489,2727.9,2836.9,46.078
490,1385.8,1762.8,44.834
491,1248.6,1588.2,40.393
492,1239.4,1576.5,40.098
493,1460.5,1857.8,47.251
494,629.71,449.27,15.636
495,653.42,461.2,16.158
496,1280.9,1574.6,40.702
497,1342.3,1707.4,43.426
498,12112,21439,81.964
499,17220,30678,106.28
500,3486.2,5661.8,49.734
501,1357.8,1727.1,43.928
502,1393.1,1772,45.07
503,1219.9,1551.8,39.467
504,1686,2144.6,54.545
505,1745.3,2220,56.462
506,1843.8,2038.7,39.165
507,1920.6,1909.5,26.497
508,3253,1867,21.262
509,3682.6,915.29,3.3703
510,3720.4,881.47,4.9005
511,6750.3,1333.3,18.103
512,5831.7,2175,27.116
513,2574.8,3440.2,39.791
514,2737.4,3646.4,45.249
515,1389.4,1767.3,44.949
516,1489.3,1894.4,48.183
517,1851.8,2355.5,59.911
518,1496,1903,48.4
519,1947.9,2477.7,63.018
520,1574.9,2003.3,50.952
521,1619.8,2060.4,52.403
522,1621,2062,52.444
523,1852.9,2356.9,59.945
524,2583.5,3286.3,83.583
525,2566.3,3264.3,83.025
526,2121.7,2698.8,68.642
527,2101.4,2672.9,67.983
528,1258.5,1600.8,40.714
529,1626.6,2069,52.623
530,1580.5,2010.4,51.132
531,1569.5,1996.4,50.776
532,2245.6,2856.4,72.649
533,2587.6,3291.4,83.714
534,2280.3,2900.5,73.772
535,2998.5,2901.7,161.39
536,7134.9,4538.7,550.92
537,4747.5,3128.7,365.73
538,83.363,518.17,2.8023
539,769.7,1781.9,25.107
540,4317.8,5492.2,139.69
541,2413,3069.3,78.065
542,22185,3775.4,48.441
543,10822,1792.5,22.284
544,11378,14122,18.065
545,8174.7,10919,12.641
546,17386,12532,9.8896
547,19910,12677,8.6648
548,7631.1,5474.8,26.338
549,3889.1,3866.7,53.656
550,3308.3,4015.7,94.173
551,1766.1,2246.5,57.136
552,2250.5,2950,49.763
553,3662,4892.9,56.593
554,3511.7,4441.2,53.053
555,1840.1,1829.4,25.386
556,2942,1830.5,33.261
557,4979.5,2020.8,49.083
558,4790.6,2206,49.106
559,1435.8,1906.4,23.677
560,2826.6,3690.2,64.505
561,1875.9,2386.1,60.689
562,2816.5,3582.6,91.12
563,1449.6,1843.8,46.896
564,1659.9,2111.4,53.701
565,1642.1,4173.7,20.356
566,3251.2,8271,40.185
567,2172.5,646.64,1.1581
568,1983.1,492.89,0.54449
569,1215.1,899.01,11.159
570,1742.9,1732.8,24.045
571,3753.7,3732.1,51.787
572,1288.1,1280.6,17.771
573,6919.9,7031.6,25.982
574,14528,14784,44.886
575,6239.5,3942.1,12.545
576,10809,1207.1,6.0078
577,11697,4838,5.6901
578,12982,8266.1,5.6499
579,11867,9302.1,53.386
580,1305.1,8105.9,201.5
581,579.31,3084.6,80.494
582,1116.8,2841.1,101.05
583,1148,2769.8,96.413
584,1195.8,1188.9,16.498
585,1857.2,1819.9,25.084
586,1025.1,382.32,1.2547
587,1078,409.08,1.4617
588,1226.9,1219.8,16.927
589,1422.6,1414.4,19.627
590,3327,1734,40.482
591,3024.8,1507.6,36.568
592,2498.6,1841.1,5.7852
593,2143.4,1636.5,2.6201
594,1703.1,2370.5,38.759
595,2175.1,5414,131.29
596,4548.1,2625.2,63.685
597,3717.4,1891.4,45.887
598,3142,1269.7,23.072
599,1960.8,546.98,2.6798
600,3227.6,845.49,15.165
601,5704.7,1451.3,35.25
602,4174.9,2333.4,20.637
603,5920.9,6025.1,18.246
604,7925.4,6850.1,24.413
605,3758.6,2552.2,11.573
606,5769.7,3923.1,18.247
607,7867.5,5361.7,26.006
608,7916.1,5463.4,28.467
609,1178,1171.2,16.252
610,932.9,927.53,12.871
611,1265.3,1258,17.457
612,3641.5,3620.6,50.24
613,22891,11667,282.62
614,20623,10493,254.57
615,10528,9885.2,47.521
616,5276.3,5369.2,16.259
617,1942.1,1952.5,16.874
618,1905.8,1894.8,26.293
619,1646.2,2300.7,13.531
620,1157.5,1964.3,4.7194
621,2594.6,800.7,1.6892
622,4728.8,577.41,0.90244
623,3091,928.18,1.4991
624,1203.9,1346.6,2.2101
625,1116.7,1249.1,2.0501
626,1870.9,2092.7,3.4346
627,4381.2,3014.3,40.552
628,8636.1,4394.1,106.6
629,12916,6484,152.26
630,2082.1,776.52,2.5484
631,1770.5,820.38,2.2984
632,1578.4,1765.6,2.8978
633,1591.4,1661,3.5099
634,3186.7,2088.2,13.145
635,2663.1,1745.1,10.985
636,1501.2,932.8,48.568
637,1792.3,1113.6,57.984
638,5553.8,730.16,6.5518
639,6485.1,789,3.6044
640,5728.9,2606.2,61.318
641,5225.8,2658.9,64.507
642,2186.7,6283,263.3
643,1306.7,8932.5,393.99
644,703.76,2858.3,124.25
645,1747.8,277.98,1.3344
646,774.8,571.3,1.0923
647,854.25,955.55,1.5683
648,1353.8,1514.3,2.4853
649,2613.7,2923.6,4.7984
650,2826.3,2571.3,8.1701
651,1957,1302.2,8.0724
652,1421.4,1152.9,15.037
653,2077.8,2301.7,49.277
654,2951,3191.4,76.149
655,10732,10921,331.4
656,7425.3,6774.8,210.33
657,8286.6,4216.2,153.53
658,4018.9,2116.7,76.208
659,4047.6,4118.9,124.99
660,4341.3,4417.7,134.06
661,454.94,1902.6,117.42
662,911.06,4454.7,281.42
663,9637.3,6803.1,52.563
664,15632,9953.2,6.803
665,4734.2,2379.6,33.261
666,4211,1819.4,44.192
667,1650.1,1198.3,20.167
668,1880,1869.1,25.937
669,1105.9,1499.9,9.7461
670,2012.1,3414.3,8.2995
671,1540.8,1849.9,20.433
672,3401,2819.3,68.364
673,4258.1,1575.6,32.44
674,10186,1124,5.6616
675,12555,2839.8,10.215
676,7657.6,5010,13.527
677,6268.9,3456.8,9.6687
678,15340,1515.5,8.5258
679,16600,1764.5,13.728
680,7193.6,1830.1,44.451
681,4877,1436,46.373
682,1540.7,1060.8,65.118
683,1148.7,790.84,48.548
684,6073.8,6167.5,188.01
685,12418,12637,383.48
686,6904.9,5551,168.08
687,2856.2,1466.4,44.14
688,2322,2179.3,26.611
689,3163.2,3358.1,32.594
690,1974.1,2012.8,24.645
691,1691.1,1681.4,23.332
692,953.09,719.61,6.0759
693,1999.8,1364.9,8.2491
694,1977.4,1994.6,8.1566
695,1427.4,2422.1,5.8877
696,1215.1,1408,4.6219
697,964.55,232.05,3.14
698,1682.9,1286.3,17.806
699,1971.2,1959.9,27.196
700,1275.8,1268.5,17.602
701,1087.7,1081.4,15.006
702,3174.9,2002.1,26.198
703,12642,3113.4,30.234
704,8441.9,2313.7,23.768
705,1160.6,1153.9,16.012
706,822.83,814.19,11.269
707,4281.5,1541.4,1.0454
708,1556.5,560.33,0.38003
709,759.51,351.32,0.63119
710,228.93,145.64,0.4177
711,1040.8,813.63,4.1444
712,1438,1138,5.9316
713,342.02,161.61,0.72559
714,352.2,133.09,0.53777
715,1488,1574.1,20.545
716,1234.9,1456,19.752
717,939.74,1062.3,14.487
718,1384.8,1376.8,19.105
719,783.95,666.82,7.4377
720,2251.2,1512.4,9.286
721,2585.7,3077.4,10.666
722,1970.5,3343.8,8.1282
723,941.49,1436.4,6.1032
724,1458,1449.6,20.115
725,454.03,451.41,6.2639
726,1108.5,1102.1,15.293
727,1238.3,1235.9,16.92
728,550.62,684.49,2.8553
729,724.95,893.75,4.0172
730,664.05,660.23,9.1616
731,635.23,631.57,8.764
732,1725.8,1755.5,8.7964
733,1793.4,1824.9,8.8664
734,622.57,627.34,3.4015
735,546.71,544.08,3.3425
736,717.97,1596.5,36.417
737,584.38,1454.6,35.272
738,4684.3,3369.2,18.146
739,4084.9,2600.6,5.0523
740,2557.5,1773.2,6.3409
741,1226.6,942.57,5.0597
742,1719.5,2567.5,4.3987
743,1280.6,3186.5,0.5214
744,891,2090.7,0.43914
745,185.25,117.83,0.28285
746,360.81,102.74,0.95615
747,1230.3,194.09,3.7598
748,487.19,206.74,1.7182
749,1040,793.61,4.2899
750,1140.1,922.42,6.8966
751,1022.7,1016.8,14.109
752,444.34,541.27,6.3813
753,0,602.51,1.5202
754,0,852.28,2.1504
755,956.43,1629.3,3.961
756,1939.3,3290.8,7.9992
757,3713,7483.9,7.2106
758,2661.4,5395.2,4.9566
759,1299.8,2058,13.767
760,1264.7,1689.8,19.544
761,479.52,339.7,2.9635
762,1368.5,510.39,1.675
763,2038.6,1509.4,17.653
764,948.9,943.43,13.091
765,5400.2,1622.9,17.381
766,13300,3275.5,31.808
767,8480.1,6619.5,21.917
768,3530.6,7021.6,10.665
769,3800,5985.5,9.5771
770,2164.3,537.93,1.9808
771,2919.8,1101.6,9.1652
772,959.57,954.04,13.239
773,1181.2,717.92,8.739
774,3046.4,756.98,4.4161
775,5696.8,1960.9,8.0043
776,1561,3884.1,0.63556
777,1646.3,4080.4,0.70354
778,2102.5,1452.9,8.6725
779,1119.1,773.34,4.6161
780,714.32,227.81,21.688
781,386.26,108.84,12.739
782,748.22,709.96,11.237
783,1061.6,1055.5,14.646
784,530.62,351.92,3.5836
785,393.97,164.51,0.60154
786,539.59,763.78,7.1211
787,1029.4,1747,16.975
788,5476.4,3738.7,16.795
789,7929.6,3942,4.8466
790,3108.7,1751.7,7.3714
791,1402.4,1394.3,19.348
792,4724,4306.4,69.978
793,5286.4,4543.9,81.696
794,2566.5,2200.4,33.954
795,2451.6,2080.1,10.113
796,2413.8,1840.5,7.429
797,7206.6,4405.8,8.9131
798,4366.7,2546.1,5.2039
799,3826.2,836.99,2.3386
800,2042.5,600.83,2.0838
801,2553.8,2598.7,12.626
802,2336.1,2377.2,11.55
803,7061.2,4513.8,4.7528
804,6026.1,3819.1,3.6832
805,1699.9,1209.8,0.90098
806,1033.2,856.57,0.42128
807,6294.9,4601.8,5.3706
808,3910.5,2841.7,3.4136
809,4943.1,4713.3,4.5395
810,12644,12867,11.774
811,3446.8,4264,4.3047
812,2006.7,4987.8,6.1324
813,1261.7,2851.5,3.6204
814,295.71,188.08,0.45151
815,571.06,292.92,1.2529
816,3509,1640.5,8.5619
817,3015.1,3237.9,10.987
818,1617.1,5488.6,13.342
819,3777.1,6641.7,16.542
820,4346.3,2843.6,7.6775
821,4555.9,3517.5,13.364
822,2117.1,5412.7,43.631
823,6214.8,14796,119.11
824,12626,1435.1,7.0175
825,8548.5,971.64,4.7512
826,7535.6,14929,22.688
827,10667,21215,32.224
828,2354,10598,158.23
829,2979.9,15181,245.38
830,3565.4,4477.4,140.63
831,2233.4,1387.7,72.253
832,1301.3,434.88,13.696
833,1145.4,241.09,1.2837
834,4512.3,3051.6,4.0482
835,3172.5,2305.4,2.7694
836,4480.9,2592.8,14.117
837,3640,1389.6,22.492
838,4769.2,2307.8,35.528
839,953.77,948.28,13.159
840,22627,7826.8,16.04
841,60621,19299,9.2629
842,19498,6702.3,50.731
843,9985.3,5080.5,185.01
844,3728.1,1900.8,65.59
845,2504.7,1291.4,31.326
846,3679.9,1997.4,46.293
847,1784.6,1774.3,24.621
848,1971.9,2184.2,31.001
849,1425.1,5441.7,87.959
850,1105.1,4219.7,68.206
851,964.76,645.67,10.389
852,1661,319.84,5.0761
853,5875.9,2913.2,209.52
854,5163.8,2627.3,191.35
855,5860.2,9801.1,137.95
856,2943.3,6420.6,51.891
857,1645.2,2219.9,16.925
858,2394.7,992.53,4.8815
859,4271,4011,33.221
860,5394.7,5489.6,46.593
861,3209,3032.5,27.24
862,745.17,222.43,5.3431
863,1786,532.88,9.7392
864,3079.5,918.74,15.225
865,7044.2,1993.6,25.723
866,10488,2668,12.971
867,10075,3558.5,25.543
868,7822.8,10452,120.9
869,2270.1,3059.5,33.592
870,4199.3,6103.1,37.06
871,6491.1,9801.6,58.003
872,552.75,7041.2,17.039
873,404.86,5157.3,12.48
874,5923.4,3108.8,55.032
875,4920.8,2503.7,45.578
876,1282.5,1528.6,17.587
877,435.15,1661.8,13.414
878,3507.9,1651.3,24.126
879,7566,2823,46.752
880,8195.3,4651.3,72.971
881,15330,9759.6,151.34
882,4268,3078.9,46.103
883,2472.7,2458.4,34.114
884,1720.9,1148,9.901
885,1964.4,999.47,3.6585
886,3911.9,2010.7,7.5724
887,78.132,97.206,0.9543
888,497.43,180.94,4.2814
889,1747.7,485.43,14.427
890,5021.4,1049.8,19.677
891,4305,747.25,7.2282
892,7746.8,1818.2,11.908
893,3653,2315.1,2.2327
894,6740.4,4264.2,4.1377
895,1246.6,464.92,1.5258
896,984.81,367.3,1.2054
897,6879.9,7001,59.42
898,7583,7716.5,65.493
899,2319.9,2662.3,48.877
900,2290,2845.1,69.013
901,2318.2,3068.9,40.283
902,4008.2,5355.5,61.943
903,2673,3571.5,41.309
904,2587.3,3457,39.985
905,1462.9,630.88,7.4882
906,2668,509.98,6.3399
907,2029.3,430.2,18.858
908,717.94,203.45,23.678
909,2456.1,1865.4,47.136
910,938.18,1166.3,4.8651
911,2137,787.68,3.6103
912,9043.3,768.94,5.0262
913,9017.5,2496.4,4.256
914,5961.8,2530.4,2.4293
915,6833.8,2949.7,12.87
916,2028.2,971.84,23.573
917,1833.5,996.45,23.524
918,2967.3,2960.7,63.386
919,2751.6,2800.6,56.715
