SERIAL,CPU,MEMORY,DISK
188,1218.7,1163.9,18.61
189,1776.5,2458.7,25.773
190,2012.2,7963.8,38.643
191,596.43,2001.5,9.8958
192,279.17,79.111,0.90881
193,2866,1382.6,2.2738
194,1732.8,860.02,1.0627
195,434.97,150,0.4429
196,437.87,680.2,0.99066
197,544.16,1804.6,2.2187
198,678.81,985.52,8.0651
199,1096.1,1054.3,14.463
200,2911.5,740.69,0.17795
201,2507.7,1476.2,0.8821
202,5875.2,6803.6,4.9751
203,3399.9,4146.2,20.032
204,1906.3,2537.5,29.31
205,3585.2,1824.2,8.8684
206,2689.6,1118.8,9.5831
207,4976.6,1484.7,24.604
208,1389,710.67,7.0174
209,532.56,412.98,2.7619
210,1485.9,1477.3,20.5
211,1696.9,1520.5,17.745
212,2870.5,1949.1,8.8381
213,3177.9,3807,18.386
214,4136.5,5267.6,25.56
215,2987.9,3386.5,45.102
216,2831.8,2759.1,35.201
217,1368,510.22,1.6745
218,358.05,133.54,0.43825
219,0,0,0
220,795.34,790.76,10.973
221,687.11,683.15,9.4796
222,828.25,823.48,11.427
223,3841.1,5733.1,4.5552
224,6097.3,9312.8,1.8633
225,7184.4,425.89,42.36
226,9164.7,1188.9,42.905
227,6705.4,1705.9,20.663
228,9365.4,2054.7,10.209
229,10151,2100.7,3.8785
230,8072.6,3978.9,94.558
231,12241,4987.5,114.98
232,8936.4,889.06,3.8176
233,9259.5,2725.3,12.355
234,9228.9,3731.4,17.04
235,7120.6,2503,6.5609
236,4497.9,2065.2,13.925
237,3021.8,3004.4,41.69
238,1333.3,1070.9,26.699
239,733.28,274.44,24.939
240,1573.3,2849.5,29.989
241,2488.3,3560.2,41.835
242,3393.7,3456.2,52.447
243,3219.9,3235.3,46.753
244,1661.8,1652.2,22.926
245,1309.2,554.87,2.9502
246,897.51,438.08,3.2413
247,941.49,1063.8,15.929
248,2807.8,1719.8,13.718
249,1734.8,882.69,4.2913
250,4477.4,805,7.5836
251,3230.7,744.79,8.1414
252,734.03,729.8,10.127
253,854.29,849.37,11.786
254,2627.2,2612.1,36.246
255,810.97,4556,10.329
256,628.42,3220.1,8.0751
257,4424.9,4399.4,61.047
258,9475.3,2676.3,25.511
259,10136,1237.7,1.9344
260,2260.2,1173,2.7467
261,3800.6,3065.2,54.344
262,12716,9486.9,230.1
263,11515,7150.4,173.45
264,12147,6180.1,149.94
265,13885,7064.6,171.39
266,17845,9079.6,220.28
267,29845,15185,368.41
268,9182.1,4671.9,113.34
269,60251,30656,743.74
270,13107,16672,424.04
271,6438.7,8190,208.3
272,6668.5,8482.3,215.74
273,4590.7,5839.4,148.52
274,4386.1,5579.1,141.9
275,3622.2,3656.4,53.653
276,1821.9,2287.9,19.213
277,3486.7,7222.8,1.4196
278,4690.9,9285.2,63.324
279,4752.3,9238.4,88.05
280,816.25,10088,35.549
281,319.3,5284.4,17.512
282,1798.1,1052.9,29.651
283,6772,4987.4,121.9
284,22730,16958,411.31
285,5938.9,5592.3,138.95
286,2949.9,3752.2,95.434
287,3038.1,3864.5,98.29
288,3649.8,4642.5,118.08
289,4862.2,6184.7,157.3
290,29896,15953,67.224
291,27188,14903,63.477
292,9880.5,10062,152.7
293,7002.6,7816,153.83
294,7531.6,9580.2,243.66
295,7190.3,9146.1,232.62
296,4721,6005.1,152.73
297,5160.4,6564.1,166.95
298,4994.5,6353.1,161.58
299,3539.3,4502,114.5
300,3684.8,3284.4,86.799
301,2376.1,1719.6,46.769
302,3753.6,4774.5,121.44
303,3306,2693,54.596
304,4201.8,1567.1,5.1431
305,7441.7,7076.1,9.0979
306,9050.2,9116,17.955
307,1095,719.41,30.424
308,1894.6,2026.5,58.448
309,2996.6,3811.7,96.946
310,3690.7,4694.6,119.4
311,3653.4,4647.1,118.19
312,3259.7,4146.3,105.46
313,2595.9,3302,83.983
314,1983.7,2523.2,64.175
315,3106.7,3233.9,52.552
316,5046.9,4237.7,58.11
317,24257,4210.6,40.729
318,24830,7582.1,30.891
319,20846,10363,12.741
320,6673,5287.6,84.787
321,2162.9,2696.8,66.339
322,3519.8,3499.5,48.561
323,2716.4,2969.7,55.445
324,2604.6,3313.1,84.265
325,2309.1,2937.2,74.704
326,2431,3092.2,78.646
327,2751.6,3500,89.019
328,2510.5,3193.4,81.22
329,2766.1,3518.4,89.488
330,1394.5,1774.1,20.879
331,1194.8,1380.6,2.9873
332,7135.2,1815.2,88.18
333,4641.6,4348.4,125.4
334,1333.7,3319.6,80.498
335,1356.2,1925.3,83.007
336,1030.4,752.61,59.858
337,1807.1,2298.6,58.464
338,2075.2,2639.7,67.138
339,2357.4,2998.7,76.268
340,2129.8,2709.1,68.904
341,3475.4,4071.4,102.82
342,13711,1595.1,7.6206
343,13269,2362.4,11.413
344,12264,3119.9,15.168
345,5798,3315.3,63.442
346,3313.2,4535.6,113.48
347,4911.1,21365,454.96
348,3118.4,13567,288.89
349,2123.4,9237.4,196.71
350,1719.6,7480.9,159.3
351,2622.1,11289,240.6
352,1921.2,2443.8,62.155
353,1923.1,4420.4,100.88
354,2030.3,8832.7,188.09
355,1740,3009.8,60.483
356,1776.7,546.75,6.0184
357,2607.9,3317.3,84.372
358,1912,2259.4,50.32
359,2408.6,2394.7,33.229
360,2753.2,3270.7,73.616
361,2501.5,3182,80.93
362,3588.2,4564.2,116.09
363,2021.3,3179.9,43.192
364,1781,3753.2,3.3755
365,1930.9,3178,36.15
366,1753.5,2230.4,56.728
367,1529.4,1945.4,49.48
368,1805.1,2296,58.397
369,1432.4,1822,46.341
370,1742,2215.8,56.356
371,1923.7,2447,62.236
372,1650.9,2100,53.411
373,1660,1662.5,38.159
374,1601.9,597.46,1.9608
375,4456.8,4962.3,54.211
376,5407.4,7225,83.567
377,1798.1,2293.6,56.477
378,1725.6,2195,55.827
379,1888.1,2401.6,61.082
380,1963.8,3099.4,61.656
381,1781.2,3096.4,55.031
382,1872.4,2404.5,60.506
383,2452.4,3119.5,79.341
384,1838.9,2339,59.491
385,1954.1,2485.6,63.219
386,1444.5,1837.5,46.734
387,2129.9,2154.1,31.825
388,2307.6,2446.2,41.988
389,2324.7,2957,75.207
390,3561.7,3937,75.68
391,3931.8,4004.1,60.762
392,1975.4,2422,57.866
393,1571.7,1999.2,50.848
394,1666.8,2120.2,53.924
395,1215.6,1264.8,35.538
396,777.52,548.79,19.226
397,1596.8,1976.4,50.923
398,5580.5,9278.9,68.519
399,21082,37559,130.12
400,7182.4,12247,72.548
401,1728.9,2199.1,55.933
402,1566.3,1992.3,50.673
403,1942.1,2470.3,62.83
404,2164.8,2753.7,70.037
405,2373.1,2564.9,46.467
406,2516.5,2502,34.719
407,4747.5,1399.4,8.136
408,4783.4,1145.7,5.8733
409,8647.7,1708,23.192
410,5262.9,3575.5,42.562
411,3419,4568.2,52.837
412,1953.9,2510.4,56.618
413,1866.8,2374.6,60.395
414,2283.5,2904.6,73.877
415,2317.2,2947.5,74.967
416,1892.5,2407.2,61.225
417,1995.7,2538.5,64.563
418,2240.5,2849.9,72.485
419,2709.8,3446.9,87.669
420,3297.6,4194.5,106.68
421,2558.7,3254.6,82.778
422,2310.7,2939.2,74.756
423,1830.3,2328.1,59.213
424,1988.9,2529.9,64.346
425,2123.1,2700.6,68.687
426,2804.2,3567,90.722
427,3075.8,3912.4,99.508
428,3678.4,3766.5,183.38
429,8535.3,5429.6,659.06
430,3391.1,2511.6,259.07
431,173.94,1081.2,5.8473
432,4952.9,6437.3,160.27
433,5038.5,3605,86.231
434,24954,4133.3,51.384
435,14048,11339,24.977
436,10932,14601,16.904
437,20542,14541,11.263
438,23219,14982,17.527
439,4345.2,4320.2,59.948
440,4019.3,4722.6,103.98
441,2264.1,2880,73.249
442,3087.9,4100.9,54.289
443,5477.5,7191.1,84.032
444,2200.8,2188.1,30.363
445,3661.3,2122.4,40.351
446,7379.7,2994.8,72.743
447,2671.6,2268.5,34.855
448,3261.9,4268.2,71.683
449,3361.7,4276.1,108.76
450,2033.3,2586.3,65.781
451,1975,2512.2,63.896
452,2073.9,4723,34.327
453,3601.3,8464.7,40.843
454,2827.6,702.78,0.77634
455,1837.4,788.45,6.5208
456,2098.5,2086.5,28.952
457,4004.2,3981.1,55.243
458,2778.6,2793.2,24.297
459,16608,16901,51.313
460,9338.2,7095.3,22.118
461,12553,1401.8,6.9769
462,16315,8693.6,7.4894
463,18268,12147,22.178
464,1525.8,9477.3,235.59
465,801.43,3649.7,100.59
466,1651.4,4201.2,149.42
467,1314.3,1762.4,40.678
468,2130,2091.2,28.848
469,1241.3,462.95,1.5193
470,1375.5,839.22,8.2846
471,1766.5,1756.3,24.371
472,3696.3,2101.2,45.577
473,3394.9,1723.5,39.751
474,3207.9,2449.3,3.9213
475,2607.9,2786.6,30.449
476,2334.4,5810.4,140.9
477,5373.4,3045.1,73.872
478,4785.1,2392.7,57.066
479,2886.7,805.27,3.9453
480,3550.8,935.66,15.607
481,6885.6,1751.7,42.547
482,5598.9,4683.8,21.368
483,8943.9,8664.4,27.558
484,6056.1,4112.3,18.647
485,6740,4584.3,21.455
486,12170,8294.2,40.23
487,3490.7,2712.6,22.731
488,1263.2,1255.9,17.428
489,1778.6,1768.3,24.538
490,11996,7642.3,152.68
491,31465,16009,388.41
492,13709,11504,86.784
493,6275,6383.8,20.118
494,1909.9,1898.9,26.35
495,2167.9,2525.9,24.787
496,1575.1,2673,6.422
497,3598.3,923.27,1.8808
498,6279.8,783.15,1.2254
499,1377.9,1541.3,2.5296
500,1478.9,1654.3,2.7151
501,2480.7,2774.9,4.5542
502,7789,4376.3,89.026
503,16908,8600.3,208.51
504,2708.6,1010.2,3.3153
505,2034.6,1115.8,2.7832
506,1806.5,2020.7,3.3165
507,3806.3,2884.4,13.773
508,3142.8,2059.4,12.964
509,2070.7,1286.6,66.99
510,3666.6,1111.6,44.385
511,7260.4,883.33,4.0353
512,8063.7,2890.3,62.616
513,6513.6,3314.1,80.404
514,1496.3,9711.6,427.53
515,1297,7688.6,338.03
516,1863.9,296.44,1.423
517,1022.7,848.62,1.5474
518,923.33,1032.8,1.6951
519,2836.2,3172.6,5.2069
520,3640.6,3482.1,9.6649
521,2280,1517.1,9.4045
522,2035.8,1976.4,35.935
523,3111.2,3446.4,73.785
524,11712,11929,360.81
525,10667,8423.9,270.38
526,6802.9,3461.3,126.04
527,4961.4,3970,127.02
528,5689,5789.1,175.68
529,881.85,3990,249.29
530,4075.5,5320.8,199.49
531,18726,11923,8.1494
532,7686.5,4259.4,34.545
533,4866.8,2102.8,51.075
534,1838.9,1754.7,24.938
535,1941.6,2190.6,23.207
536,2211.7,3753,9.1229
537,2303.7,2482.2,35.767
538,3894.2,3228.2,78.28
539,10454,1356.6,11.332
540,15289,3141.5,11.735
541,9646.5,6311.2,17.04
542,10744,2794.2,9.7482
543,24046,2375.6,13.365
544,8623.8,2095.9,49.748
545,5400.5,1796.4,68.498
546,1691.7,1164.7,71.499
547,5262,5185.3,168.34
548,13705,13946,423.19
549,7649.3,5933.2,179.59
550,3356,2119.2,48.142
551,3666.3,3892.2,37.778
552,2548.9,2623,30.568
553,1863.2,1852.4,25.705
554,1710.3,1182.8,7.5357
555,2798.5,2302,11.544
556,1676.9,2845.5,6.9168
557,1373.1,1446,5.1361
558,1177.4,283.26,3.8329
559,2944.2,2819.8,39.117
560,1614.9,1605.6,22.28
561,1816,1805.5,25.054
562,8047.1,2657.3,29.544
563,14041,3458,33.58
564,2603,1743.8,23.04
565,1023.4,886.4,11.318
566,4737.3,1705.4,1.1567
567,1594.5,633.97,0.73226
568,293.98,187.03,0.53639
569,1224.8,959.19,4.9031
570,1448.7,1098.3,5.6735
571,398.66,150.65,0.60871
572,1589,1612.3,20.699
573,1646.6,1941.3,26.336
574,1512.3,1555.5,21.481
575,1031.8,962.46,12.334
576,2404,1615,9.916
577,3306.9,4301.2,13.64
578,1837.1,3117.4,7.5778
579,1004.9,1086.5,12.663
580,1260.9,1253.6,17.395
581,1315,1307.4,18.142
582,1122.9,1143.8,14.544
583,1113.3,1383.9,5.773
584,735.24,741.27,9.7887
585,861.62,861.24,10.147
586,2455.2,2498.4,12.138
587,1318.1,1338.3,6.6741
588,688.84,685.53,4.2115
589,769.58,1725,39.531
590,1088.9,2067.2,45.198
591,7544,4802.8,9.3304
592,3226.6,2199.2,7.1685
593,1736.1,1334.1,7.1614
594,1832.9,3725.9,2.5506
595,1511.8,3703.9,0.65059
596,222.15,141.3,0.3392
597,639.29,146.67,1.8072
598,1141.1,180.03,3.4873
599,851.93,599.68,3.4251
600,1626.1,1293.2,8.9011
601,1102.8,1096.4,15.214
602,364.26,798.16,6.1255
603,0,927.25,2.3396
604,956.43,1820.3,4.443
605,2547,4479.7,9.4266
606,4651.6,9429.6,8.6631
607,2221.1,4059.6,12.848
608,1458.5,1948.8,22.54
609,591.55,381.48,3.1006
610,2238.8,927.81,4.6187
611,1746.8,1736.7,24.099
612,5658.5,1879.8,20.946
613,16422,4044.4,39.275
614,6247.8,7620.6,17.138
615,5961.6,11118,17.116
616,2643.3,656.98,2.4192
617,3172.7,1353.1,12.655
618,938.32,932.92,12.946
619,3123.8,1027.8,8.6944
620,6569,2177.6,9.2687
621,1788.3,4449.8,0.72811
622,2752,4435.9,6.1092
623,1565.6,1081.9,6.4577
624,1037.4,451.09,23.021
625,459.42,147.63,14.663
626,1027.3,1021.4,14.174
627,1111.3,1003.4,13.173
628,522.63,218.24,0.798
629,751.4,1123.3,10.614
630,2730,3354.5,28.1
631,10165,5053.4,6.2131
632,4437,2412,8.1832
633,1841.4,1830.8,25.404
634,5989.4,5335,90.261
635,5710.5,4907.7,87.504
636,2889.7,2451.7,11.92
637,5133.1,3503,10.792
638,6823.3,4171.5,8.4391
639,5353.2,1844.7,4.3453
640,2546.2,711,2.3916
641,3401.3,3461.1,16.816
642,4565.9,3503.8,9.6775
643,8566.1,5428.9,5.2356
644,3143.9,2124.9,1.7835
645,1415.4,1161.7,0.63039
646,8015.4,5824.7,6.997
647,5388.2,4640.4,4.8487
648,14007,14254,13.043
649,4011,5666.4,6.0288
650,2554.5,6341.8,7.8001
651,368.93,234.66,0.56332
652,647.56,341.57,1.3697
653,5021.8,2347.8,12.253
654,2471.5,5820.4,15.292
655,2183.9,7374.4,17.928
656,6587.2,4309.7,11.636
657,4990.6,4628.9,22.323
658,6085.7,15559,125.42
659,12361,4736.8,34.219
660,10625,1207.6,5.9051
661,10711,21245,32.282
662,8432.4,18298,64.499
663,3285.2,16736,270.53
664,4673.2,10121,231.85
665,2581.1,1603.8,83.504
666,1426.7,318.4,2.9751
667,2699.2,1387,2.632
668,5657.8,4111.5,4.939
669,5410.7,2947.8,19.862
670,6583.6,2513.3,40.681
671,1714.5,1643,22.887
672,22762,7961.2,17.905
673,70223,22356,10.73
674,14429,5951.7,133.25
675,8509.8,4329.8,157.67
676,3175.7,1636.8,40.273
677,4167,2481.7,53.013
678,1782.3,1772,24.589
679,2626.4,6052.6,94.631
680,1390.9,5311.2,85.849
681,1397.7,729.03,11.712
682,3686.9,1411.1,86.649
683,7253.6,3690.6,268.79
684,7187.5,10476,187.14
685,3366,7342.8,59.344
686,2464.4,1812.5,12.004
687,4012.4,3052.5,23.381
688,6806.1,6925.9,58.783
689,3424.6,3096.9,28.786
690,884.92,264.14,6.3451
691,3700.7,1104,18.414
692,7853.7,2235.2,29.726
693,13477,3428.5,16.668
694,8571.1,4782.4,44.798
695,8221.1,10984,127.05
696,4586,6646.2,41.547
697,6691.7,12356,64.185
698,577.51,7356.6,17.802
699,4203.4,4430,42.973
700,6820.4,3470.2,63.173
701,1379.9,1900.8,20.59
702,974.1,1869.6,16.792
703,9760.9,3642,60.315
704,8871.9,4903.8,77.151
705,16695,10629,164.82
706,4583.5,3880.9,55.815
707,1945.4,1646.4,19.766
708,2531.5,1288,4.7147
709,3919.2,2019.8,7.6617
710,107.79,134.1,1.3165
711,1808.3,509.32,14.956
712,5421.3,1160.8,22.978
713,4806.9,834.37,8.071
714,9226,2986.7,12.276
715,6395,4052.9,3.9086
716,3263.9,1735.8,2.7768
717,3791.5,3223.4,25.446
718,6729.4,6847.9,58.121
719,6998.6,7367.6,83.952
720,2538.1,3153.4,76.49
721,3273,4344.8,55.04
722,4530.6,6053.4,70.016
723,3199.4,4274.9,49.444
724,2046.6,1410.8,16.509
725,3941.9,753.48,9.3671
726,1138.7,295.32,28.473
727,2228.7,1261.6,55.259
728,1500.1,1864.9,7.7792
729,4187.9,962.06,4.7502
730,9136.3,776.85,5.078
731,11486,4271.7,4.9438
732,8183.5,3522.5,13.42
733,2475.4,1186.2,28.772
734,1995.6,1390.1,31.342
735,4125.9,4116.7,88.135
736,4160.3,5576.6,35.426
737,2102.6,2933.2,12.328
738,1065.8,1059.7,14.705
739,4219.6,4275.1,95.431
740,9473.2,9639.9,233.87
741,4987.4,5252.1,65.35
742,5177.1,5470.8,56.364
743,6649.7,6772.1,102.77
744,4062.2,1680.9,31.989
745,8326,502.3,28.673
746,1839,373.98,4.8401
747,1945.3,547.88,11.185
748,5678.4,564.94,70.176
749,7175.5,5390.3,107.06
750,7504.6,9269.2,126.25
751,4663.9,29906,104.15
752,3996.9,19895,67.24
753,15385,4275.4,103.75
754,6538.8,4801.6,65.358
755,993.67,4895,39.607
756,1225.7,3215.7,25.814
757,590.02,471.5,4.9962
758,1053.1,1047,14.529
759,2174.3,922.49,17.796
760,5591.9,1554,37.711
761,1901.6,650.78,11.042
762,372.67,389.74,0.86176
763,517.84,2145.7,4.2725
764,1549.2,3049.1,18.716
765,3191.2,3172.8,44.027
766,759.91,511.65,23.482
767,1827.7,1040.4,32.205
768,8679.5,5500.7,5.3049
769,5467.1,3324.6,3.8616
770,817.7,203.44,1.667
771,891.5,733.5,9.8884
772,902.41,897.21,12.45
773,1193.5,1186.6,16.466
774,3282.5,1655.2,29.452
775,6950,1931.4,46.869
776,3362.6,859.27,18.992
777,1720.5,368.2,6.216
778,10108,2808.9,68.163
779,15176,4217.3,102.34
780,7316,2033.1,49.338
781,6466.7,1797.1,43.61
782,7801.5,2168,52.611
783,12388,3442.5,83.54
784,7352.8,3780.6,38.395
785,6892.3,7807.5,8.5243
786,2489.7,2593.1,23.669
787,842.16,831.59,11.411
788,575.14,365.91,0.43909
789,790.9,319.7,0.71544
790,1589.5,345.59,1.6185
791,3732.1,3793.5,4.5198
792,7560.2,8490.3,9.3662
793,1454.1,1626.5,2.6694
794,3817.6,2276.7,52.799
795,9430,4371.3,159.18
796,4768.7,2631.3,70.835
797,2093.1,2236.7,4.4536
798,8052.4,2237.8,54.304
799,8963.3,6534.6,35.861
800,3271.6,3086.6,8.8239
801,658.57,1869.5,3.7398
802,192.9,2494.9,4.0495
803,9304.8,5924.5,4.0494
804,7543,4404.7,16.04
805,2658.4,266.02,46.869
806,3030.9,1057.5,53.436
807,5410.7,2460.5,95.391
808,3301.7,3255.9,51.436
809,2168.1,2330.7,33.506
810,3740.8,4998.2,57.811
811,5043.8,10414,87.407
812,8089.8,17647,142.63
813,4366.1,1840.2,236.55
814,4870.4,1187.9,104.06
815,6489.4,926.34,3.6068
816,5012.3,688.46,4.8579
817,4321.5,535.85,8.6114
818,978.32,930.07,12.919
819,2144.8,2132.4,29.59
820,1740.4,1730.4,24.012
821,8386.2,4476.3,142.14
822,13902,6039.2,245.09
823,2724.7,1030.6,7.1811
824,5753.7,10839,150.31
825,7336.2,18687,271.85
826,3267.7,7237.7,54.904
827,5332,10773,26.387
828,14881,3957.7,4.9997
829,8717.4,2334.1,3.6865
830,8869.7,3811.8,16.377
831,7248.1,3489,13.383
832,14418,7335.8,26.621
833,3509.7,34861,210.23
834,1525.7,10273,62.156
835,4700.2,582.25,2.6124
836,3692.4,457.4,2.0522
837,0,0,0
838,0,0,0
839,0,0,0
840,0,0,0
