SERIAL,CPU,MEMORY,DISK
74,8.3723,8.3241,0.11551
75,5.2171,5.187,0.071977
76,9.1221,9.0695,0.12585
77,34.661,34.461,0.47819
78,5.9044,5.8703,0.081459
79,7.2008,7.1593,0.099345
80,10.559,10.498,0.14568
81,82.208,81.734,1.1342
82,13.246,13.169,0.18274
83,56.373,56.048,0.77774
84,16.838,16.741,0.23231
85,9.9031,9.846,0.13663
86,47.25,46.978,0.65189
87,16.838,16.741,0.23231
88,17.088,16.99,0.23576
89,8.7003,8.6502,0.12003
90,27.554,27.395,0.38014
91,15.682,15.592,0.21636
92,13.136,13.061,0.18124
93,14.855,14.769,0.20494
94,19.09,23.354,0.28458
95,19.967,26.679,0.30857
96,10.446,13.957,0.16143
97,62.925,84.076,0.97245
98,8.0718,10.785,0.12474
99,8.3217,11.119,0.1286
100,9.0214,12.054,0.13942
101,13.395,17.897,0.207
102,33.911,45.31,0.52407
103,59.426,79.401,0.91838
104,23.616,31.554,0.36496
105,34.211,45.711,0.52871
106,39.609,52.923,0.61213
107,21.042,28.114,0.32518
108,27.489,36.729,0.42482
109,15.269,20.401,0.23597
110,8.5716,11.453,0.13247
111,13.37,17.864,0.20662
112,16.518,22.071,0.25528
113,68.897,92.056,1.0648
114,12.42,16.595,0.19194
115,10.496,14.024,0.1622
116,12.495,16.695,0.1931
117,10.596,14.157,0.16375
118,16.818,22.471,0.25991
119,10.671,14.258,0.16491
120,12.195,16.294,0.18847
121,9.4462,12.621,0.14598
122,10.971,14.658,0.16954
123,12.87,17.196,0.19889
124,9.8211,13.122,0.15178
125,14.819,19.8,0.22902
126,11.545,15.426,0.17842
127,52.754,70.486,0.81527
128,13.944,18.632,0.2155
129,10.396,13.89,0.16066
130,9.6961,12.955,0.14985
131,9.3463,12.488,0.14444
132,59.901,80.036,0.92572
133,6.6973,8.9485,0.1035
134,5.5228,7.3792,0.08535
135,10.146,13.556,0.1568
136,21.441,28.649,0.33136
137,89.314,119.34,1.3803
138,16.468,22.004,0.25451
139,14.094,18.832,0.21782
140,108.71,145.25,1.68
141,15.469,20.668,0.23906
142,7.9468,10.618,0.12281
143,58.327,77.932,0.90139
144,69.972,93.492,1.0814
145,11.795,15.76,0.18229
146,37.51,50.118,0.57969
147,17.743,23.707,0.2742
148,49.655,66.346,0.76738
149,47.331,63.241,0.73146
150,26.664,35.627,0.41208
151,24.865,33.223,0.38427
152,29.213,39.033,0.45147
153,13.37,17.864,0.20662
154,10.171,13.59,0.15718
155,17.768,23.74,0.27459
156,8.8465,11.82,0.13671
157,19.767,26.411,0.30548
158,24.315,32.488,0.37577
159,8.1217,10.852,0.12552
160,6.4974,8.6814,0.10041
161,4.898,6.5444,0.075695
162,28.714,38.365,0.44374
163,6.1475,8.2139,0.095005
164,13.645,18.231,0.21087
165,13.994,18.698,0.21627
166,6.0226,8.047,0.093074
167,22.241,29.717,0.34372
168,18.643,24.909,0.28811
169,25.29,33.791,0.39083
170,57.977,77.465,0.89598
171,25.665,34.292,0.39663
172,32.887,43.941,0.50824
173,19.042,25.443,0.29428
174,22.066,29.483,0.34101
175,17.118,22.872,0.26455
176,17.868,23.874,0.27613
177,12.395,16.561,0.19156
178,14.919,19.934,0.23056
179,66.648,89.051,1.03
180,14.669,19.6,0.2267
181,14.869,19.867,0.22979
182,14.419,19.266,0.22284
183,35.261,47.113,0.54493
184,23.116,30.886,0.35724
185,16.843,22.505,0.2603
186,10.121,13.523,0.15641
187,13.095,17.496,0.20237
188,14.769,19.733,0.22824
189,17.468,23.34,0.26995
190,16.169,21.603,0.24987
191,37.485,50.085,0.5793
192,8.0468,10.752,0.12436
193,11.67,15.593,0.18036
194,10.821,14.458,0.16722
195,21.616,28.882,0.33406
196,24.265,32.422,0.375
197,9.8711,13.189,0.15255
198,12.22,16.328,0.18885
199,26.614,35.56,0.4113
200,11.171,14.925,0.17263
201,18.243,24.375,0.28193
202,97.511,130.29,1.507
203,8.0468,10.752,0.12436
204,16.044,21.436,0.24794
205,9.0214,12.054,0.13942
206,21.192,28.315,0.3275
207,594.06,793.75,9.1807
208,149.49,199.74,2.3102
209,36.61,48.916,0.56578
210,17.318,23.139,0.26764
211,11.67,15.593,0.18036
212,64.324,85.946,0.99408
213,12.495,16.695,0.1931
214,73.795,98.601,1.1404
215,39.034,52.155,0.60324
216,27.564,36.829,0.42598
217,27.614,36.896,0.42675
218,15.519,20.735,0.23983
219,12.72,16.996,0.19658
220,74.195,99.135,1.1466
221,37.71,50.386,0.58278
222,75.22,100.5,1.1625
223,90.739,121.24,1.4023
224,113.23,151.29,1.7499
225,53.903,72.022,0.83303
226,32.437,43.34,0.50129
227,33.212,44.375,0.51326
228,24.99,33.39,0.3862
229,144.82,193.5,2.238
230,9.7711,13.055,0.151
231,43.583,58.232,0.67353
232,36.186,48.349,0.55922
233,109.83,146.75,1.6973
234,29.113,38.899,0.44992
235,31.662,42.305,0.48932
236,83.492,111.56,1.2903
237,90.839,121.37,1.4038
238,113.75,151.99,1.758
239,142.27,190.09,2.1986
240,34.236,45.744,0.52909
241,7.522,10.05,0.11625
242,36.585,48.883,0.5654
243,142.07,189.82,2.1955
244,102.36,136.77,1.5819
245,81.867,109.39,1.2652
246,56.277,75.194,0.86972
247,15.144,20.234,0.23404
248,53.778,71.855,0.8311
249,40.934,54.693,0.6326
250,15.819,21.136,0.24446
251,25.34,33.857,0.39161
252,9.3962,12.555,0.14521
253,6.2475,8.3475,0.09655
254,21.991,29.383,0.33986
255,10.371,13.857,0.16027
256,174.18,232.73,2.6918
257,17.993,24.041,0.27806
258,18.093,24.174,0.27961
259,41.483,55.427,0.64109
260,21.566,28.816,0.33329
261,224.1,150.27,0.26042
262,34.625,22.046,0.015069
263,94.625,60.25,0.041181
264,816.38,519.8,0.35529
265,368.88,234.87,0.16053
266,380.25,242.11,0.16548
267,584.13,371.92,0.25421
268,207.63,132.2,0.090358
269,222.25,141.51,0.096723
270,42,26.742,0.018278
271,790.75,503.49,0.34413
272,50.625,32.234,0.022032
273,65.875,41.944,0.028669
274,41.5,26.424,0.018061
275,46.125,29.369,0.020074
276,174.63,111.19,0.075997
277,102.88,65.503,0.044771
278,113.13,72.029,0.049232
279,74.625,47.515,0.032477
280,70.5,44.889,0.030682
281,100.13,63.752,0.043574
282,329.5,209.8,0.1434
283,99,63.035,0.043085
284,43.25,27.538,0.018822
285,53.125,33.826,0.02312
286,35.375,22.524,0.015395
287,340.38,216.72,0.14813
288,76.625,48.789,0.033347
289,293.88,187.12,0.12789
290,37.75,24.036,0.016429
291,154.88,98.612,0.067402
292,232.75,148.2,0.10129
293,101.13,64.388,0.04401
294,137.63,87.629,0.059894
295,200.88,127.9,0.087421
296,34.5,21.967,0.015014
297,35.375,22.524,0.015395
298,57.25,36.452,0.024915
299,101.63,64.707,0.044227
300,59.125,37.646,0.025731
301,37.25,23.718,0.016211
302,274.63,174.86,0.11952
303,97.125,61.841,0.042269
304,207.75,132.28,0.090413
305,382.13,243.31,0.1663
306,43.5,27.697,0.018931
307,83.875,53.405,0.036502
308,177.88,113.26,0.077411
309,70.5,44.889,0.030682
310,160.75,102.35,0.069958
311,36.25,23.081,0.015776
312,102.13,65.025,0.044445
313,149,94.871,0.064845
314,288.5,183.69,0.12556
315,129.13,82.216,0.056195
316,98.25,62.558,0.042758
317,172,109.52,0.074854
318,100.25,63.831,0.043629
319,406.88,259.07,0.17707
320,218.5,139.12,0.095091
321,229.13,145.89,0.099715
322,50.875,32.393,0.022141
323,711.88,453.27,0.30981
324,501.13,319.08,0.21809
325,102.13,65.025,0.044445
326,92.75,59.056,0.040365
327,107.88,68.686,0.046947
328,165.75,105.54,0.072134
329,79.125,50.38,0.034435
330,102.25,65.105,0.044499
331,68.75,43.775,0.02992
332,194.25,123.68,0.084538
333,127.5,81.182,0.055488
334,55.625,35.418,0.024208
335,200.25,127.5,0.087149
336,107,68.129,0.046566
337,110.13,70.119,0.047926
338,85.875,54.678,0.037373
339,70.375,44.809,0.030627
340,101.75,64.786,0.044282
341,74.375,47.356,0.032368
342,422.88,269.25,0.18404
343,345.5,219.99,0.15036
344,50.125,31.916,0.021814
345,8.7792,7.9242,0.091058
346,35.567,35.362,0.49069
347,22.649,22.518,0.31247
348,21.884,21.758,0.30192
349,18.025,17.922,0.24869
350,11.231,11.166,0.15494
351,8.8722,8.821,0.1224
352,17.026,16.928,0.2349
353,9.2158,9.1627,0.12714
354,7.4351,7.3923,0.10258
355,51.077,50.783,0.70469
356,20.04,19.925,0.27649
357,12.34,12.269,0.17024
358,13.589,13.511,0.18749
359,18.166,18.061,0.25063
360,10.372,10.312,0.14309
361,14.62,14.536,0.20171
362,59.372,59.03,0.81912
363,25.695,25.547,0.3545
364,22.399,22.27,0.30903
365,49.359,49.075,0.68098
366,37.785,37.567,0.52129
367,32.005,31.821,0.44156
368,15.136,15.049,0.20882
369,44.486,44.229,0.61374
370,50.421,50.131,0.69563
371,25.523,25.376,0.35213
372,27.194,27.038,0.37519
373,44.455,44.198,0.61331
374,12.574,12.502,0.17348
375,25.82,25.671,0.35622
376,26.07,25.92,0.35967
377,21.915,21.789,0.30235
378,24.867,24.724,0.34308
379,26.476,26.323,0.36527
380,66.775,66.391,0.92126
381,22.868,22.736,0.31549
382,18.104,17.999,0.24976
383,17.369,17.269,0.23964
384,31.256,31.076,0.43122
385,13.199,13.123,0.1821
386,31.521,31.34,0.43488
387,33.661,33.467,0.4644
388,87.363,86.859,1.2053
389,18.885,18.776,0.26054
390,48.937,48.655,0.67516
391,11.403,11.337,0.15731
392,19.134,19.024,0.26399
393,51.999,51.699,0.7174
394,23.492,23.357,0.32411
395,19.384,19.273,0.26744
396,13.668,13.589,0.18856
397,19.728,19.614,0.27218
398,7.9818,7.9358,0.11012
399,6.7947,6.7556,0.093742
400,14.324,14.241,0.19761
401,24.711,24.568,0.34092
402,54.686,54.371,0.75447
403,12.402,12.331,0.17111
404,6.6385,6.6003,0.091587
405,8.6066,8.557,0.11874
406,8.2786,8.2309,0.11421
407,5.9512,5.9169,0.082105
408,12.371,12.3,0.17068
409,3.8581,3.8359,0.053229
410,7.482,7.4389,0.10322
411,11.871,11.803,0.16378
412,20.931,20.81,0.28877
413,19.494,19.381,0.26894
414,6.373,6.3362,0.087924
415,14.62,14.536,0.20171
416,13.902,13.822,0.1918
417,24.664,24.522,0.34027
418,9.372,9.318,0.1293
419,9.5907,9.5354,0.13232
420,12.121,12.051,0.16723
421,3.577,3.5564,0.04935
422,7.4195,7.3768,0.10236
423,20.353,20.236,0.2808
424,8.3879,8.3396,0.11572
425,8.8409,8.79,0.12197
426,8.0443,7.998,0.11098
427,8.0287,7.9824,0.11077
428,36.249,61.215,3.045
429,11.562,20.267,1.0462
430,67.475,118.27,6.1051
431,20.5,35.932,1.8548
432,7.9875,14,0.72271
433,14.187,24.868,1.2837
434,12.7,22.261,1.1491
435,12.412,21.757,1.1231
436,32.912,57.689,2.9779
437,13.862,24.298,1.2543
438,31.975,56.046,2.8931
439,23.65,41.454,2.1399
440,12.562,22.02,1.1367
441,15.825,27.738,1.4318
442,8.3375,14.614,0.75438
443,3.75,6.573,0.3393
444,5.1,8.9393,0.46145
445,34.787,60.976,3.1476
446,34.037,59.661,3.0797
447,56.95,99.822,5.1528
448,11.937,20.924,1.0801
449,26.8,46.975,2.4249
450,4.9375,8.6545,0.44674
451,12.012,21.056,1.0869
452,122.9,215.42,11.12
453,35.75,62.663,3.2347
454,6.125,10.736,0.55419
455,2.3625,4.141,0.21376
456,10.137,17.769,0.91724
457,41.863,73.377,3.7877
458,3.8,6.6606,0.34382
459,7.15,12.533,0.64693
460,4.6625,8.1724,0.42186
461,6.2625,10.977,0.56663
462,8.8875,15.578,0.80414
463,43.275,75.852,3.9155
464,6.8,11.919,0.61526
465,6.425,11.262,0.58133
466,23.887,41.87,2.1613
467,16.962,29.732,1.5348
468,35.625,62.443,3.2233
469,18.25,31.989,1.6513
470,5.1125,8.9612,0.46258
471,17.975,31.507,1.6264
472,6.75,11.831,0.61074
473,13.612,23.86,1.2317
474,5.95,10.429,0.53836
475,57.388,100.59,5.1924
476,162.35,284.57,14.689
477,109.2,191.41,9.8804
478,4.6625,8.1724,0.42186
479,7.05,12.357,0.63788
480,147.43,258.41,13.339
481,5.125,8.9831,0.46371
482,214.79,376.48,19.434
483,9.95,17.44,0.90028
484,7.55,13.234,0.68312
485,5.2625,9.2241,0.47615
486,6.8875,12.072,0.62318
487,5.2,9.1146,0.4705
488,16.837,29.513,1.5235
489,9.625,16.871,0.87087
490,5.775,10.122,0.52252
491,7.525,13.19,0.68086
492,15.212,26.664,1.3764
493,40.163,70.397,3.6339
494,5.5375,9.7061,0.50103
495,9.8375,17.243,0.8901
496,11.437,20.048,1.0349
497,12.462,21.844,1.1276
498,11.7,20.508,1.0586
499,7.05,12.357,0.63788
500,23.525,41.235,2.1285
501,99.3,174.05,8.9847
502,10.275,18.01,0.92968
503,8.375,14.68,0.75777
504,9.775,17.134,0.88444
505,9.1875,16.104,0.83128
506,4.4625,7.8219,0.40377
507,4.1,7.1865,0.37097
508,11.362,19.916,1.0281
509,30.687,53.789,2.7766
510,8.0625,14.132,0.72949
511,14.7,25.766,1.3301
512,14.359,16.21,0.39364
513,12.137,12.067,0.16744
514,17.073,16.974,0.23554
515,33.239,33.048,0.45858
516,14.652,14.567,0.20214
517,10.668,10.607,0.14719
518,3.8425,3.8204,0.053013
519,6.6854,6.6468,0.092234
520,14.199,14.117,0.19589
521,7.482,7.4389,0.10322
522,6.7635,6.7245,0.093311
523,8.8409,8.79,0.12197
524,11.824,11.756,0.16313
525,8.3255,8.2775,0.11486
526,5.9044,5.8703,0.081459
527,4.6235,4.5969,0.063788
528,7.154,7.1127,0.098699
529,6.2636,6.2275,0.086415
530,3.9519,3.9291,0.054522
531,14.464,14.381,0.19955
532,65.87,65.49,0.90876
533,34.177,33.98,0.47151
534,25.476,25.329,0.35148
535,14.73,14.645,0.20322
536,8.8409,8.79,0.12197
537,8.1224,8.0756,0.11206
538,8.0443,7.998,0.11098
539,8.0599,8.0135,0.1112
540,78.647,78.194,1.085
541,235.17,233.82,3.2446
542,259.31,257.81,3.5775
543,348.28,346.27,4.805
544,20.587,20.469,0.28403
545,18.541,18.434,0.2558
546,8.0599,8.0135,0.1112
547,8.3567,8.3086,0.11529
548,4.7485,4.7211,0.065512
549,5.5139,5.4821,0.076071
550,6.7322,6.6934,0.09288
551,8.0131,7.9669,0.11055
552,11.856,11.787,0.16356
553,8.5129,8.4639,0.11745
554,9.9187,9.8616,0.13684
555,7.4664,7.4233,0.10301
556,21.743,21.618,0.29998
557,29.506,29.336,0.40708
558,29.678,29.507,0.40945
559,35.489,35.284,0.48962
560,42.377,42.133,0.58465
561,46.969,46.699,0.64801
562,37.675,37.458,0.51979
563,38.035,37.816,0.52474
564,48.25,47.972,0.66568
565,55.295,54.976,0.76287
566,19.306,19.195,0.26636
567,16.479,16.384,0.22735
568,15.854,15.763,0.21873
569,11.418,11.352,0.15753
570,9.0752,9.0229,0.12521
571,9.4657,9.4112,0.13059
572,8.7628,8.7123,0.1209
573,12.793,12.719,0.17649
574,109.34,108.71,1.5085
575,7.9037,7.8582,0.10904
576,6.3105,6.2741,0.087062
577,5.6544,5.6219,0.078011
578,43.58,43.329,0.60124
579,10.184,10.126,0.14051
580,9.4032,9.3491,0.12973
581,6.5135,6.476,0.089863
582,8.0131,7.9669,0.11055
583,21.852,21.726,0.30148
584,64.011,63.642,0.88312
585,78.209,77.759,1.079
586,12.668,12.595,0.17477
587,14.698,14.614,0.20279
588,22.477,22.348,0.3101
589,44.986,44.726,0.62064
590,5.8731,5.8393,0.081028
591,6.2792,6.2431,0.086631
592,4.3736,4.3484,0.06034
593,3.6863,3.6651,0.050858
594,4.7016,4.6745,0.064866
595,4.8742,9.343,0.062052
596,10.625,29.675,0.12451
597,8.0938,22.606,0.094846
598,70.531,196.99,0.82651
599,11.906,33.254,0.13952
600,10.25,28.628,0.12011
601,20.844,58.216,0.24426
602,18.125,50.622,0.2124
603,18.563,51.844,0.21752
604,35.906,100.28,0.42076
605,18.031,50.361,0.2113
606,132.38,369.72,1.5512
607,16.156,45.124,0.18933
608,44.469,124.2,0.5211
609,15.281,42.68,0.17907
610,29.594,82.654,0.34679
611,11.875,33.166,0.13916
612,20.594,57.518,0.24133
613,12.688,35.436,0.14868
614,9.9063,27.668,0.11609
615,75.844,211.83,0.88877
616,43.438,121.32,0.50902
617,20.063,56.034,0.2351
618,32.375,90.422,0.37938
619,21.344,59.612,0.25011
620,29.25,81.694,0.34276
621,27.281,76.195,0.31969
622,51.563,144.01,0.60423
623,12.938,36.134,0.15161
624,20.031,55.946,0.23473
625,19.5,54.463,0.22851
626,151.84,424.09,1.7794
627,18.25,50.972,0.21386
628,28.625,79.948,0.33544
629,183.5,512.51,2.1503
630,22.094,61.707,0.2589
631,21.188,59.176,0.24828
632,12.219,34.126,0.14318
633,18.375,51.321,0.21533
634,13.781,38.49,0.16149
635,32.406,90.509,0.37975
636,15.969,44.6,0.18713
637,85.156,237.84,0.99789
638,20.469,57.168,0.23986
639,474.25,1324.6,5.5575
640,1354.2,3782.3,15.869
641,58.344,162.95,0.6837
642,239.03,667.6,2.8011
643,142.63,398.35,1.6713
644,8.3438,23.304,0.097775
645,24.281,67.817,0.28454
646,9.9063,27.668,0.11609
647,31.188,87.105,0.36547
648,28.688,80.123,0.33617
649,34.375,96.008,0.40282
650,39.25,109.62,0.45995
651,34.219,95.572,0.40099
652,84.125,234.96,0.98581
653,116.78,326.17,1.3685
654,52.969,147.94,0.62071
655,36.438,101.77,0.42699
656,42.031,117.39,0.49254
657,69.281,193.5,0.81187
658,47.094,131.53,0.55186
659,195.75,546.72,2.2939
660,171.22,478.21,2.0064
661,326.63,912.25,3.8275
662,98,273.71,1.1484
663,38.344,107.09,0.44933
664,17.656,49.313,0.2069
665,17.25,48.179,0.20214
666,74.594,208.34,0.87412
667,171.41,478.73,2.0086
668,58.813,164.26,0.68919
669,30.438,85.011,0.35668
670,15.969,44.6,0.18713
671,32.188,89.898,0.37719
672,53.469,149.34,0.62657
673,16.781,46.869,0.19665
674,23.375,65.285,0.27392
675,16.219,45.298,0.19006
676,48.375,135.11,0.56688
677,23,64.238,0.26952
678,26.75,74.712,0.31347
679,26.961,33.664,0.36405
680,8.9034,8.8521,0.12283
681,19.447,19.335,0.2683
682,15.136,15.049,0.20882
683,14.886,14.8,0.20537
684,9.9187,9.8616,0.13684
685,22.477,22.348,0.3101
686,19.181,19.071,0.26463
687,93.97,93.428,1.2964
688,86.675,86.176,1.1958
689,58.7,58.362,0.80985
690,22.883,22.751,0.31571
691,31.927,31.743,0.44048
692,22.352,22.223,0.30838
693,34.161,33.964,0.4713
694,19.322,19.211,0.26657
695,17.666,17.564,0.24373
696,9.4032,9.3491,0.12973
697,36.926,36.713,0.50944
698,41.268,41.03,0.56935
699,31.943,31.759,0.4407
700,16.76,16.664,0.23123
701,78.522,78.069,1.0833
702,53.514,53.206,0.7383
703,43.97,43.717,0.60663
704,62.043,61.685,0.85597
705,21.837,21.711,0.30127
706,16.776,16.679,0.23145
707,56.779,56.452,0.78334
708,155.73,154.83,2.1485
709,22.009,21.882,0.30364
710,37.957,37.738,0.52366
711,52.593,52.29,0.72559
712,54.233,53.92,0.74822
713,15.886,15.794,0.21916
714,18.135,18.03,0.2502
715,13.964,13.884,0.19266
716,12.605,12.533,0.17391
717,21.899,21.773,0.30213
718,16.292,16.198,0.22477
719,31.193,31.013,0.43035
720,18.588,18.481,0.25645
721,14.167,14.086,0.19546
722,8.9503,8.8987,0.12348
723,13.183,13.107,0.18188
724,9.6532,9.5975,0.13318
725,10.215,10.157,0.14094
726,23.055,22.922,0.31808
727,21.415,21.292,0.29545
728,5.9668,5.9325,0.082321
729,7.2633,7.2215,0.10021
730,4.358,4.3329,0.060125
731,7.81,7.765,0.10775
732,27.085,26.929,0.37368
733,29.678,29.507,0.40945
734,6.7166,6.6779,0.092665
735,9.044,8.9919,0.12477
736,10.95,10.887,0.15107
737,10.872,10.809,0.14999
738,8.0912,8.0445,0.11163
739,13.48,13.402,0.18598
740,7.3883,7.3457,0.10193
741,26.679,26.525,0.36807
742,14.214,14.132,0.19611
743,19.65,19.537,0.2711
744,16.26,16.167,0.22434
745,10.059,10.001,0.13878
746,19.681,19.568,0.27153
747,39.878,39.648,0.55017
748,16.995,16.897,0.23446
749,14.948,14.862,0.20623
750,35.645,35.439,0.49177
751,10.091,10.032,0.13921
752,11.574,11.508,0.15969
753,12.933,12.859,0.17843
754,21.649,21.525,0.29868
755,7.2633,7.2215,0.10021
756,10.231,10.172,0.14115
757,7.5132,7.4699,0.10366
758,9.9031,9.846,0.13663
759,21.384,21.261,0.29502
760,7.2633,7.2215,0.10021
761,24.383,24.242,0.3364
762,2.3274,2.314,0.03211
763,6.2636,6.2275,0.086415
764,8.7003,8.6502,0.12003
765,4.6391,4.6124,0.064004
766,45.157,44.897,0.62301
767,16.417,16.322,0.22649
768,8.5598,8.5104,0.11809
769,4.4205,4.395,0.060987
770,5.6076,5.5753,0.077364
771,4.9515,4.923,0.068313
772,4.2018,4.1776,0.05797
773,43.392,43.142,0.59866
774,4.7016,4.6745,0.064866
775,10.419,10.359,0.14374
776,21.524,21.4,0.29696
777,37.441,37.225,0.51655
778,107.79,107.17,1.4872
779,28.288,28.125,0.39027
780,32.802,32.613,0.45255
781,118.57,117.89,1.6359
782,40.034,39.803,0.55233
783,22.508,22.379,0.31054
784,23.305,23.171,0.32153
785,39.519,39.291,0.54521
786,35.051,34.849,0.48358
787,29.381,29.212,0.40536
788,22.368,22.239,0.3086
789,57.981,57.647,0.79994
790,61.23,60.878,0.84476
791,131.18,130.42,1.8098
792,74.929,74.497,1.0338
793,20.197,20.08,0.27864
794,19.01,18.9,0.26226
795,92.361,91.829,1.2743
796,76.413,75.973,1.0542
797,39.659,39.431,0.54715
798,225.91,224.61,3.1168
799,489.27,486.45,6.7501
800,32.49,32.302,0.44824
801,19.759,19.645,0.27261
802,26.554,26.401,0.36635
803,11.012,10.949,0.15193
804,11.528,11.461,0.15904
805,6.5292,6.4915,0.090079
806,11.028,10.964,0.15214
807,9.2314,9.1782,0.12736
808,14.089,14.008,0.19438
809,105.37,104.77,1.4538
810,146.05,145.21,2.0149
811,24.898,24.755,0.34351
812,185.02,183.95,2.5526
813,40.784,40.549,0.56267
814,10.434,10.374,0.14395
815,6.9353,6.8953,0.095682
816,6.0293,5.9946,0.083183
817,13.714,13.635,0.18921
818,18.041,17.937,0.2489
819,5.4826,5.451,0.07564
820,25.789,25.64,0.35579
821,12.012,11.943,0.16572
822,47.625,47.351,0.65706
823,52.967,52.662,0.73076
824,6.2792,6.2431,0.086631
825,4.8266,4.7988,0.066589
826,12.355,12.284,0.17046
827,8.6847,8.6347,0.11982
828,10.325,10.265,0.14245
829,9.2002,9.1472,0.12693
830,24.742,24.6,0.34135
831,90.658,90.136,1.2508
832,9.8875,9.8305,0.13641
833,14.417,14.334,0.19891
834,39.222,38.996,0.54112
835,11.043,10.98,0.15236
836,7.2789,7.237,0.10042
837,72.289,71.873,0.99733
838,43.221,42.972,0.59629
839,11.574,11.508,0.15969
840,4.0612,4.0378,0.05603
841,4.7016,4.6745,0.064866
842,211.14,209.92,2.9129
843,575.86,572.54,7.9448
844,71.399,70.988,0.98505
845,48.469,48.19,0.6687
846,199.98,52.173,0.11459
847,228.35,58.216,0.10635
848,224.94,57.346,0.10476
849,223.72,57.035,0.10419
850,122.82,31.314,0.057204
851,189.6,48.337,0.088303
852,194.72,49.642,0.090687
853,150.36,38.334,0.07003
854,370.42,94.438,0.17252
855,389.19,99.222,0.18126
856,218.84,55.793,0.10192
857,316.57,80.707,0.14744
858,348.49,88.846,0.1623
859,169.86,43.305,0.07911
860,140.37,35.787,0.065376
861,195.69,49.89,0.091141
862,225.42,57.47,0.10499
863,336.06,85.677,0.15652
864,3523.9,898.4,1.6412
865,2154.6,549.29,1.0035
866,3253.4,829.44,1.5152
867,3280,836.21,1.5276
868,421.84,107.55,0.19647
869,289.52,73.81,0.13484
870,599.99,152.96,0.27944
871,1510.5,385.08,0.70347
872,1192.4,304,0.55536
873,1944.7,495.8,0.90573
874,906.56,231.12,0.42222
875,643.61,164.09,0.29975
876,572.94,146.07,0.26684
877,611.44,155.88,0.28477
878,477.41,121.71,0.22235
879,607.06,154.77,0.28273
880,479.11,122.15,0.22314
881,354.58,90.399,0.16514
882,387.48,98.787,0.18046
883,349.47,89.094,0.16276
884,1210.5,308.6,0.56375
885,2132.4,543.64,0.99312
886,106.74,27.213,0.049713
887,82.371,21,0.038363
888,120.14,30.63,0.055956
889,666.76,169.99,0.31054
890,1006.7,256.66,0.46887
891,518.59,132.21,0.24153
892,913.14,232.8,0.42528
893,335.33,85.491,0.15618
894,110.88,28.269,0.051643
895,597.55,152.34,0.2783
896,680.17,173.4,0.31678
897,2144.8,546.81,0.99891
898,4350,1109,2.026
899,426.96,108.85,0.19885
900,467.9,119.29,0.21792
901,327.29,83.441,0.15243
902,137.45,35.041,0.064014
903,92.362,23.547,0.043017
904,320.22,81.639,0.14914
905,396.74,101.15,0.18478
906,189.6,48.337,0.088303
907,186.92,47.654,0.087055
908,100.89,25.722,0.046989
909,137.2,34.979,0.063901
910,194.96,49.704,0.0908
911,799.34,203.79,0.37228
912,675.05,172.1,0.31439
913,283.67,72.319,0.13211
914,178.63,45.541,0.083196
915,264.9,67.535,0.12337
916,1096.6,279.58,0.51075
917,567.09,144.58,0.26411
918,127.94,32.618,0.059588
